date,미국국채10년
2024-03-03,4.01367
2024-03-04,12.46446
2024-03-05,14.93255
2024-03-06,16.75639
2024-03-07,18.13259
2024-03-08,16.34807
2024-03-09,8.1332
2024-03-10,3.45714
2024-03-11,12.05311
2024-03-12,16.5114
2024-03-13,15.45278
2024-03-14,14.72082
2024-03-15,18.02976
2024-03-16,7.64019
2024-03-17,3.57812
2024-03-18,12.68525
2024-03-19,17.96019
2024-03-20,14.89323
