date,S&P500ETF
2023-05-30,30.61488
2023-05-31,30.42071
2023-06-01,24.20711
2023-06-02,22.39482
2023-06-03,16.44012
2023-06-04,16.05177
2023-06-05,26.27831
2023-06-06,23.49514
2023-06-07,28.15533
2023-06-08,26.60194
2023-06-09,27.50809
2023-06-10,20.64724
2023-06-11,20.71197
2023-06-12,28.02588
2023-06-13,33.20388
2023-06-14,36.76375
2023-06-15,32.81553
2023-06-16,43.43042
2023-06-17,23.55987
2023-06-18,21.94174
2023-06-19,29.25566
2023-06-20,32.81553
2023-06-21,33.13915
2023-06-22,30.48543
2023-06-23,26.21359
2023-06-24,17.28155
2023-06-25,16.69902
2023-06-26,25.76051
2023-06-27,29.25566
2023-06-28,28.34951
2023-06-29,32.16828
2023-06-30,27.50809
2023-07-01,19.41747
2023-07-02,20.71197
2023-07-03,32.81553
2023-07-04,36.50485
2023-07-05,27.96116
2023-07-06,26.01941
2023-07-07,26.21359
2023-07-08,15.0809
2023-07-09,18.31715
2023-07-10,27.57281
2023-07-11,30.03236
2023-07-12,32.36245
2023-07-13,31.32686
2023-07-14,32.62135
2023-07-15,21.81229
2023-07-16,18.89967
2023-07-17,29.57928
2023-07-18,34.17475
2023-07-19,38.4466
2023-07-20,31.58576
2023-07-21,29.19093
2023-07-22,16.69902
2023-07-23,18.51132
2023-07-24,29.64401
2023-07-25,33.72168
2023-07-26,35.3398
2023-07-27,31.52103
2023-07-28,29.44983
2023-07-29,20.64724
2023-07-30,23.88349
2023-07-31,32.36245
2023-08-01,33.91585
2023-08-02,35.40453
2023-08-03,33.59223
2023-08-04,27.05501
2023-08-05,21.68284
2023-08-06,18.9644
2023-08-07,30.29126
2023-08-08,33.65695
2023-08-09,36.6343
2023-08-10,32.81553
2023-08-11,27.50809
2023-08-12,20.58252
2023-08-13,23.36569
2023-08-14,30.29126
2023-08-15,30.42071
2023-08-16,33.59223
2023-08-17,34.11003
2023-08-18,33.91585
2023-08-19,21.61812
2023-08-20,26.99029
2023-08-21,30.22653
2023-08-22,33.5275
2023-08-23,37.9288
2023-08-24,39.87055
2023-08-25,33.46278
2023-08-26,21.22977
2023-08-27,22.52427
2023-08-28,34.822
2023-08-29,34.36893
2023-08-30,38.25242
2023-08-31,42.26537
2023-09-01,31.58576
2023-09-02,21.55339
2023-09-03,21.03559
2023-09-04,29.83818
2023-09-05,31.19741
2023-09-06,30.48543
2023-09-07,24.85436
2023-09-08,28.02588
2023-09-09,17.47572
2023-09-10,23.49514
2023-09-11,30.22653
2023-09-12,30.03236
2023-09-13,26.92556
2023-09-14,30.16181
2023-09-15,27.18446
2023-09-16,17.6699
2023-09-17,17.411
2023-09-18,27.76699
2023-09-19,26.86084
2023-09-20,24.59546
2023-09-21,25.88996
2023-09-22,28.02588
2023-09-23,18.9644
2023-09-24,18.9644
2023-09-25,31.71521
2023-09-26,27.24919
2023-09-27,27.05501
2023-09-28,17.34627
2023-09-29,15.3398
2023-09-30,14.75728
2023-10-01,13.65695
2023-10-02,20.12944
2023-10-03,23.75404
2023-10-04,32.94498
2023-10-05,30.74433
2023-10-06,27.31391
2023-10-07,18.05825
2023-10-08,16.05177
2023-10-09,20.45307
2023-10-10,29.06148
2023-10-11,26.79611
2023-10-12,25.50161
2023-10-13,23.04207
2023-10-14,14.11003
2023-10-15,16.31067
2023-10-16,22.07119
2023-10-17,24.59546
2023-10-18,22.97734
2023-10-19,37.60517
2023-10-20,24.72491
2023-10-21,17.73462
2023-10-22,18.12297
2023-10-23,30.93851
2023-10-24,28.47896
2023-10-25,27.70226
2023-10-26,53.2686
2023-10-27,35.8576
2023-10-28,21.48867
2023-10-29,21.29449
2023-10-30,32.233
2023-10-31,35.14563
2023-11-01,29.19093
2023-11-02,31.00323
2023-11-03,33.39805
2023-11-04,22.20064
2023-11-05,20.25889
2023-11-06,32.42718
2023-11-07,36.69902
2023-11-08,30.61488
2023-11-09,25.82524
2023-11-10,23.36569
2023-11-11,15.72815
2023-11-12,18.57605
2023-11-13,26.14886
2023-11-14,30.03236
2023-11-15,42.00647
2023-11-16,37.47572
2023-11-17,27.70226
2023-11-18,20.38834
2023-11-19,22.45954
2023-11-20,34.3042
2023-11-21,39.02912
2023-11-22,33.7864
2023-11-23,32.29773
2023-11-24,29.38511
2023-11-25,18.51132
2023-11-26,21.94174
2023-11-27,32.16828
2023-11-28,34.69255
2023-11-29,39.09385
2023-11-30,34.11003
2023-12-01,27.24919
2023-12-02,22.84789
2023-12-03,23.94822
2023-12-04,37.411
2023-12-05,41.81229
2023-12-06,52.88025
2023-12-07,44.33656
2023-12-08,36.95792
2023-12-09,25.69579
2023-12-10,26.21359
2023-12-11,41.48867
2023-12-12,42.07119
2023-12-13,44.20711
2023-12-14,56.1165
2023-12-15,46.40776
2023-12-16,34.5631
2023-12-17,32.42718
2023-12-18,48.28478
2023-12-19,55.79288
2023-12-20,57.02265
2023-12-21,47.57281
2023-12-22,45.24271
2023-12-23,33.20388
2023-12-24,28.28478
2023-12-25,32.42718
2023-12-26,53.59223
2023-12-27,61.03559
2023-12-28,60.12944
2023-12-29,50.61488
2023-12-30,35.8576
2023-12-31,33.2686
2024-01-01,40.58252
2024-01-02,74.5631
2024-01-03,65.88996
2024-01-04,58.25242
2024-01-05,65.82524
2024-01-06,44.46601
2024-01-07,47.11974
2024-01-08,53.39805
2024-01-09,61.94174
2024-01-10,54.88673
2024-01-11,59.35275
2024-01-12,50.67961
2024-01-13,35.3398
2024-01-14,37.6699
2024-01-15,46.08414
2024-01-16,51.58576
2024-01-17,58.05825
2024-01-18,49.25566
2024-01-19,50.61488
2024-01-20,53.13915
2024-01-21,47.50809
2024-01-22,67.57281
2024-01-23,70.93851
2024-01-24,71.77993
2024-01-25,75.01618
2024-01-26,61.29449
2024-01-27,47.57281
2024-01-28,49.44983
2024-01-29,70.93851
2024-01-30,79.4822
2024-01-31,70.48543
2024-02-01,66.08414
2024-02-02,64.66019
2024-02-03,44.78964
2024-02-04,46.73139
2024-02-05,68.67313
2024-02-06,67.70226
2024-02-07,59.28802
2024-02-08,70.22653
2024-02-09,52.81553
2024-02-10,64.01294
2024-02-11,52.94498
2024-02-12,66.73139
2024-02-13,100.0
2024-02-14,89.77346
2024-02-15,80.45307
2024-02-16,70.09708
2024-02-17,41.29449
2024-02-18,43.62459
2024-02-19,67.50809
2024-02-20,66.92556
2024-02-21,77.47572
2024-02-22,74.75728
2024-02-23,94.3042
2024-02-24,61.42394
2024-02-25,60.71197
2024-02-26,89.06148
2024-02-27,92.68608
2024-02-28,82.33009
2024-02-29,82.07119
2024-03-01,62.84789
2024-03-02,68.54368
2024-03-03,58.7055
2024-03-04,87.37864
2024-03-05,94.62783
2024-03-06,91.26213
2024-03-07,75.27508
2024-03-08,88.60841
2024-03-09,53.0097
2024-03-10,49.25566
2024-03-11,82.00647
2024-03-12,76.05177
2024-03-13,80.12944
2024-03-14,70.80906
2024-03-15,61.03559
2024-03-16,42.00647
2024-03-17,44.46601
2024-03-18,62.33009
2024-03-19,70.93851
2024-03-20,82.91262
