date,S&P500
2023-05-31,44.06313
2023-06-01,39.41207
2023-06-02,42.69752
2023-06-03,32.32685
2023-06-04,7.03644
2023-06-05,20.53294
2023-06-06,38.24598
2023-06-07,45.63713
2023-06-08,42.87044
2023-06-09,44.0321
2023-06-10,29.3296
2023-06-11,7.84339
2023-06-12,20.90094
2023-06-13,50.50988
2023-06-14,48.07572
2023-06-15,49.66303
2023-06-16,50.74044
2023-06-17,25.68945
2023-06-18,7.11182
2023-06-19,14.62711
2023-06-20,28.3719
2023-06-21,42.63545
2023-06-22,44.53312
2023-06-23,38.87115
2023-06-24,21.35319
2023-06-25,6.45561
2023-06-26,19.77476
2023-06-27,41.79746
2023-06-28,41.39398
2023-06-29,39.08397
2023-06-30,41.20333
2023-07-01,25.92888
2023-07-02,7.22266
2023-07-03,25.68058
2023-07-04,39.41651
2023-07-05,26.24811
2023-07-06,37.86911
2023-07-07,36.82717
2023-07-08,23.80065
2023-07-09,6.92116
2023-07-10,21.433
2023-07-11,41.19446
2023-07-12,43.98332
2023-07-13,41.19446
2023-07-14,40.64467
2023-07-15,25.89784
2023-07-16,7.29804
2023-07-17,21.54828
2023-07-18,44.0853
2023-07-19,47.11359
2023-07-20,44.67056
2023-07-21,41.20333
2023-07-22,24.5943
2023-07-23,7.59067
2023-07-24,20.5019
2023-07-25,41.30531
2023-07-26,38.84898
2023-07-27,42.1832
2023-07-28,38.67163
2023-07-29,23.48142
2023-07-30,7.00097
2023-07-31,19.57967
2023-08-01,38.61842
2023-08-02,41.93047
2023-08-03,45.49968
2023-08-04,37.8159
2023-08-05,25.47663
2023-08-06,7.15172
2023-08-07,21.50837
2023-08-08,43.91238
2023-08-09,39.13274
2023-08-10,41.57133
2023-08-11,38.71597
2023-08-12,22.87399
2023-08-13,6.73494
2023-08-14,16.97703
2023-08-15,33.24465
2023-08-16,42.24527
2023-08-17,47.29537
2023-08-18,45.26026
2023-08-19,27.44524
2023-08-20,7.72368
2023-08-21,21.7478
2023-08-22,42.53347
2023-08-23,40.04167
2023-08-24,43.70399
2023-08-25,44.80801
2023-08-26,29.41828
2023-08-27,7.84339
2023-08-28,20.33342
2023-08-29,39.81555
2023-08-30,45.30016
2023-08-31,41.5669
2023-09-01,38.91105
2023-09-02,23.45925
2023-09-03,7.16059
2023-09-04,13.55857
2023-09-05,27.02403
2023-09-06,40.24119
2023-09-07,38.27259
2023-09-08,36.88037
2023-09-09,22.89172
2023-09-10,11.90032
2023-09-11,20.39549
2023-09-12,39.38104
2023-09-13,37.69176
2023-09-14,37.58535
2023-09-15,33.75897
2023-09-16,24.01791
2023-09-17,7.00984
2023-09-18,19.84126
2023-09-19,36.96018
2023-09-20,35.36844
2023-09-21,47.24217
2023-09-22,40.30327
2023-09-23,26.56291
2023-09-24,7.2803
2023-09-25,20.44426
2023-09-26,38.86228
2023-09-27,36.37048
2023-09-28,25.66728
2023-09-29,23.49028
2023-09-30,20.99849
2023-10-01,8.05622
2023-10-02,14.56061
2023-10-03,36.25077
2023-10-04,51.62277
2023-10-05,43.29608
2023-10-06,38.61842
2023-10-07,25.41899
2023-10-08,6.71277
2023-10-09,19.45552
2023-10-10,44.04983
2023-10-11,40.69788
2023-10-12,43.94342
2023-10-13,39.82442
2023-10-14,22.81191
2023-10-15,6.061
2023-10-16,18.96781
2023-10-17,38.22825
2023-10-18,39.74017
2023-10-19,45.93863
2023-10-20,47.47273
2023-10-21,31.60858
2023-10-22,7.05418
2023-10-23,25.20173
2023-10-24,45.11394
2023-10-25,40.75552
2023-10-26,60.16227
2023-10-27,50.13301
2023-10-28,31.98545
2023-10-29,8.14933
2023-10-30,24.04451
2023-10-31,48.23534
2023-11-01,43.61532
2023-11-02,46.17362
2023-11-03,45.91646
2023-11-04,28.74878
2023-11-05,7.61284
2023-11-06,23.14001
2023-11-07,43.95672
2023-11-08,40.03724
2023-11-09,38.93322
2023-11-10,36.00691
2023-11-11,27.87975
2023-11-12,6.63296
2023-11-13,15.56264
2023-11-14,39.88649
2023-11-15,46.5505
2023-11-16,44.83905
2023-11-17,38.75587
2023-11-18,27.01516
2023-11-19,6.57976
2023-11-20,16.37846
2023-11-21,42.64875
2023-11-22,37.8292
2023-11-23,36.02465
2023-11-24,20.67482
2023-11-25,21.10933
2023-11-26,7.11182
2023-11-27,16.4361
2023-11-28,36.80056
2023-11-29,39.68697
2023-11-30,41.11465
2023-12-01,43.31825
2023-12-02,31.90564
2023-12-03,8.24244
2023-12-04,18.56876
2023-12-05,40.6092
2023-12-06,44.08974
2023-12-07,39.83328
2023-12-08,40.10818
2023-12-09,28.96603
2023-12-10,7.97641
2023-12-11,19.1895
2023-12-12,47.04708
2023-12-13,44.18285
2023-12-14,55.22745
2023-12-15,48.7541
2023-12-16,32.88551
2023-12-17,9.62578
2023-12-18,19.06092
2023-12-19,48.79843
2023-12-20,47.65895
2023-12-21,51.17495
2023-12-22,43.62419
2023-12-23,27.55165
2023-12-24,7.85669
2023-12-25,8.90307
2023-12-26,20.45756
2023-12-27,44.61736
2023-12-28,43.92568
2023-12-29,37.47007
2023-12-30,22.04043
2023-12-31,8.64591
2024-01-01,9.7588
2024-01-02,25.8535
2024-01-03,53.92834
2024-01-04,52.8864
2024-01-05,53.2012
2024-01-06,33.56832
2024-01-07,10.26868
2024-01-08,19.68608
2024-01-09,50.03547
2024-01-10,44.42227
2024-01-11,48.56344
2024-01-12,43.62862
2024-01-13,30.42475
2024-01-14,9.66125
2024-01-15,16.79081
2024-01-16,29.16112
2024-01-17,48.08459
2024-01-18,46.41748
2024-01-19,44.86122
2024-01-20,43.32269
2024-01-21,14.93304
2024-01-22,29.88826
2024-01-23,56.56646
2024-01-24,56.70834
2024-01-25,58.27347
2024-01-26,55.32056
2024-01-27,34.72998
2024-01-28,11.99343
2024-01-29,23.20209
2024-01-30,53.65345
2024-01-31,51.57843
2024-02-01,51.74248
2024-02-02,52.22133
2024-02-03,41.66444
2024-02-04,12.60973
2024-02-05,24.37705
2024-02-06,49.33936
2024-02-07,51.37891
2024-02-08,54.75303
2024-02-09,45.15385
2024-02-10,49.22408
2024-02-11,16.7376
2024-02-12,25.05985
2024-02-13,63.54526
2024-02-14,63.84676
2024-02-15,59.25778
2024-02-16,58.45082
2024-02-17,34.84526
2024-02-18,12.74275
2024-02-19,22.74984
2024-02-20,35.64334
2024-02-21,56.95663
2024-02-22,63.22603
2024-02-23,65.91292
2024-02-24,39.19482
2024-02-25,15.35426
2024-02-26,29.77742
2024-02-27,52.03511
2024-02-28,51.02864
2024-02-29,46.96727
2024-03-01,41.57133
2024-03-02,39.33226
2024-03-03,14.63155
2024-03-04,29.78185
2024-03-05,58.05178
2024-03-06,57.96754
2024-03-07,56.20732
2024-03-08,57.01427
2024-03-09,39.6781
2024-03-10,13.62507
2024-03-11,33.05843
2024-03-12,59.37749
2024-03-13,60.87611
2024-03-14,54.7619
2024-03-15,48.91371
2024-03-16,32.65052
2024-03-17,11.60326
2024-03-18,26.71809
2024-03-19,55.55112
2024-03-20,58.32668
