date,삼성증권ISA
2023-12-14,4.1794
2023-12-15,5.19877
2023-12-16,2.03873
2023-12-17,3.36391
2023-12-18,5.50458
2023-12-19,5.70846
2023-12-20,6.1162
2023-12-21,5.70846
2023-12-22,5.50458
2023-12-23,4.68909
2023-12-24,1.73292
2023-12-25,4.48521
2023-12-26,10.8053
2023-12-27,9.68399
2023-12-28,8.25688
2023-12-29,9.88786
2023-12-30,3.77166
2023-12-31,4.1794
2024-01-01,4.48521
2024-01-02,5.70846
2024-01-03,6.32008
2024-01-04,3.46585
2024-01-05,4.48521
2024-01-06,2.2426
2024-01-07,4.48521
2024-01-08,3.56778
2024-01-09,3.87359
2024-01-10,4.1794
2024-01-11,4.28134
2024-01-12,3.77166
2024-01-13,2.03873
2024-01-14,2.85423
2024-01-15,3.36391
2024-01-16,3.46585
2024-01-17,9.37818
2024-01-18,9.9898
2024-01-19,6.62589
2024-01-20,5.40265
2024-01-21,6.52395
2024-01-22,11.31498
2024-01-23,9.07237
2024-01-24,10.19367
2024-01-25,8.66462
2024-01-26,7.54332
2024-01-27,4.58715
2024-01-28,5.19877
2024-01-29,8.76656
2024-01-30,11.00917
2024-01-31,10.49949
2024-02-01,10.90723
2024-02-02,8.97043
2024-02-03,5.70846
2024-02-04,10.60142
2024-02-05,18.14475
2024-02-06,16.71763
2024-02-07,12.23241
2024-02-08,9.17431
2024-02-09,8.35881
2024-02-10,6.52395
2024-02-11,15.29051
2024-02-12,11.82466
2024-02-13,17.43119
2024-02-14,13.65953
2024-02-15,14.67889
2024-02-16,9.9898
2024-02-17,8.053
2024-02-18,9.48012
2024-02-19,13.55759
2024-02-20,13.76146
2024-02-21,12.94597
2024-02-22,14.16921
2024-02-23,14.57696
2024-02-24,7.33944
2024-02-25,14.16921
2024-02-26,17.43119
2024-02-27,16.61569
2024-02-28,13.65953
2024-02-29,14.37308
2024-03-01,7.54332
2024-03-02,8.053
2024-03-03,10.8053
2024-03-04,15.90214
2024-03-05,16.20795
2024-03-06,11.11111
2024-03-07,11.31498
2024-03-08,10.8053
2024-03-09,6.82976
2024-03-10,6.32008
2024-03-11,10.49949
2024-03-12,9.88786
2024-03-13,9.27624
2024-03-14,11.31498
2024-03-15,7.23751
2024-03-16,4.68909
2024-03-17,5.40265
2024-03-18,6.42201
2024-03-19,7.95107
2024-03-20,8.35881
