date,오늘의금값
2023-05-30,1.47678
2023-05-31,1.39597
2023-06-01,1.35646
2023-06-02,1.26667
2023-06-03,0.80873
2023-06-04,0.69259
2023-06-05,1.26727
2023-06-06,0.91648
2023-06-07,1.30139
2023-06-08,1.19603
2023-06-09,1.2092
2023-06-10,0.83447
2023-06-11,0.70337
2023-06-12,1.22955
2023-06-13,1.30378
2023-06-14,1.45044
2023-06-15,1.3385
2023-06-16,1.22357
2023-06-17,0.83028
2023-06-18,0.6902
2023-06-19,1.28822
2023-06-20,1.14814
2023-06-21,1.14096
2023-06-22,1.14515
2023-06-23,1.14455
2023-06-24,0.72432
2023-06-25,0.61238
2023-06-26,1.17807
2023-06-27,1.14874
2023-06-28,1.08529
2023-06-29,1.09007
2023-06-30,1.09546
2023-07-01,0.69559
2023-07-02,0.63393
2023-07-03,1.05715
2023-07-04,1.02782
2023-07-05,1.07511
2023-07-06,1.06733
2023-07-07,0.98651
2023-07-08,0.65668
2023-07-09,0.5603
2023-07-10,1.12001
2023-07-11,0.95479
2023-07-12,0.96856
2023-07-13,1.04638
2023-07-14,0.95958
2023-07-15,0.60998
2023-07-16,0.53276
2023-07-17,0.94401
2023-07-18,1.00028
2023-07-19,1.0356
2023-07-20,1.01405
2023-07-21,1.0338
2023-07-22,0.65129
2023-07-23,0.58664
2023-07-24,1.07271
2023-07-25,1.05715
2023-07-26,1.07152
2023-07-27,1.05057
2023-07-28,1.08169
2023-07-29,0.64231
2023-07-30,0.54713
2023-07-31,0.93922
2023-08-01,0.97813
2023-08-02,0.98352
2023-08-03,0.97993
2023-08-04,0.92246
2023-08-05,0.60101
2023-08-06,0.52378
2023-08-07,1.02423
2023-08-08,1.01944
2023-08-09,0.97095
2023-08-10,0.862
2023-08-11,0.97155
2023-08-12,0.63273
2023-08-13,0.52678
2023-08-14,0.94461
2023-08-15,0.69379
2023-08-16,1.00627
2023-08-17,1.04398
2023-08-18,0.96018
2023-08-19,0.73988
2023-08-20,0.54354
2023-08-21,0.9937
2023-08-22,1.01585
2023-08-23,1.038
2023-08-24,1.01585
2023-08-25,0.9063
2023-08-26,0.59083
2023-08-27,0.50283
2023-08-28,0.88894
2023-08-29,0.82848
2023-08-30,0.89971
2023-08-31,0.87517
2023-09-01,0.86739
2023-09-02,0.58963
2023-09-03,0.50223
2023-09-04,0.87218
2023-09-05,0.88714
2023-09-06,0.9075
2023-09-07,0.89792
2023-09-08,0.87936
2023-09-09,0.55012
2023-09-10,0.45674
2023-09-11,0.84165
2023-09-12,0.82189
2023-09-13,0.81711
2023-09-14,0.78718
2023-09-15,0.78239
2023-09-16,0.54593
2023-09-17,0.45674
2023-09-18,0.82309
2023-09-19,0.73629
2023-09-20,0.76862
2023-09-21,0.84644
2023-09-22,0.74707
2023-09-23,0.44357
2023-09-24,0.3867
2023-09-25,1.10564
2023-09-26,0.87816
2023-09-27,0.72911
2023-09-28,0.43998
2023-09-29,0.3855
2023-09-30,0.45494
2023-10-01,0.46452
2023-10-02,0.57586
2023-10-03,0.6022
2023-10-04,1.14814
2023-10-05,1.12958
2023-10-06,1.02303
2023-10-07,0.69738
2023-10-08,0.52558
2023-10-09,0.87637
2023-10-10,1.36065
2023-10-11,1.19962
2023-10-12,1.10504
2023-10-13,1.11402
2023-10-14,0.83985
2023-10-15,0.6453
2023-10-16,1.31755
2023-10-17,1.13258
2023-10-18,1.23195
2023-10-19,1.43069
2023-10-20,1.60488
2023-10-21,0.87338
2023-10-22,0.70696
2023-10-23,1.29061
2023-10-24,1.27505
2023-10-25,1.19842
2023-10-26,1.33311
2023-10-27,1.36364
2023-10-28,0.88894
2023-10-29,0.67164
2023-10-30,1.75394
2023-10-31,2.86377
2023-11-01,2.34178
2023-11-02,1.71144
2023-11-03,1.49773
2023-11-04,0.97215
2023-11-05,0.81711
2023-11-06,1.44446
2023-11-07,1.39417
2023-11-08,1.42769
2023-11-09,1.19663
2023-11-10,1.08708
2023-11-11,0.72312
2023-11-12,0.58664
2023-11-13,1.27205
2023-11-14,1.05775
2023-11-15,1.06014
2023-11-16,0.9931
2023-11-17,0.98532
2023-11-18,1.09905
2023-11-19,0.92725
2023-11-20,1.23913
2023-11-21,1.16131
2023-11-22,0.9919
2023-11-23,1.41991
2023-11-24,1.31515
2023-11-25,0.8213
2023-11-26,0.69918
2023-11-27,1.33371
2023-11-28,1.91676
2023-11-29,1.79943
2023-11-30,1.93712
2023-12-01,1.40794
2023-12-02,0.9919
2023-12-03,1.67612
2023-12-04,3.43904
2023-12-05,2.85839
2023-12-06,2.10712
2023-12-07,1.79285
2023-12-08,1.554
2023-12-09,1.39776
2023-12-10,0.96496
2023-12-11,1.60189
2023-12-12,1.40076
2023-12-13,1.39297
2023-12-14,1.46122
2023-12-15,1.40734
2023-12-16,0.95658
2023-12-17,0.78658
2023-12-18,1.2541
2023-12-19,1.20321
2023-12-20,1.21698
2023-12-21,1.22955
2023-12-22,1.15233
2023-12-23,0.81351
2023-12-24,0.65847
2023-12-25,0.75605
2023-12-26,1.2966
2023-12-27,1.34748
2023-12-28,1.45822
2023-12-29,1.18705
2023-12-30,0.90211
2023-12-31,0.65787
2024-01-01,0.84105
2024-01-02,1.32294
2024-01-03,1.34389
2024-01-04,1.27385
2024-01-05,1.3816
2024-01-06,0.92546
2024-01-07,0.71534
2024-01-08,1.26846
2024-01-09,1.23614
2024-01-10,1.21279
2024-01-11,1.17388
2024-01-12,1.19783
2024-01-13,0.80932
2024-01-14,0.78957
2024-01-15,1.43488
2024-01-16,1.4666
2024-01-17,1.59411
2024-01-18,1.469
2024-01-19,1.39417
2024-01-20,0.88355
2024-01-21,0.7339
2024-01-22,1.40914
2024-01-23,1.37262
2024-01-24,1.35885
2024-01-25,1.27804
2024-01-26,1.208
2024-01-27,0.79376
2024-01-28,0.63034
2024-01-29,1.21818
2024-01-30,1.18286
2024-01-31,1.24152
2024-02-01,1.28283
2024-02-02,1.24571
2024-02-03,0.75545
2024-02-04,0.65189
2024-02-05,1.13318
2024-02-06,1.13078
2024-02-07,0.99549
2024-02-08,0.91887
2024-02-09,0.5615
2024-02-10,0.50523
2024-02-11,0.56389
2024-02-12,0.65847
2024-02-13,1.17209
2024-02-14,1.19364
2024-02-15,1.18885
2024-02-16,1.15113
2024-02-17,0.79077
2024-02-18,0.75365
2024-02-19,1.28822
2024-02-20,1.14575
2024-02-21,1.13437
2024-02-22,1.11881
2024-02-23,1.03261
2024-02-24,0.69259
2024-02-25,0.6028
2024-02-26,1.09666
2024-02-27,1.07391
2024-02-28,1.01764
2024-02-29,1.06972
2024-03-01,0.80394
2024-03-02,0.74407
2024-03-03,0.6483
2024-03-04,1.60249
2024-03-05,4.50638
2024-03-06,3.56715
2024-03-07,3.12597
2024-03-08,3.0266
2024-03-09,2.21248
2024-03-10,2.13406
2024-03-11,2.97811
2024-03-12,2.75423
2024-03-13,2.35495
2024-03-14,2.09814
2024-03-15,2.2891
2024-03-16,1.41512
2024-03-17,1.39956
2024-03-18,2.19931
2024-03-19,2.26815
2024-03-20,2.13167
