date,의료실비보험비교사이트
2023-07-21,4.20168
2023-07-22,8.40336
2023-07-23,14.28571
2023-07-24,14.28571
2023-07-25,28.57142
2023-07-26,18.48739
2023-07-27,11.7647
2023-07-28,14.28571
2023-07-29,8.40336
2023-07-30,5.88235
2023-07-31,21.0084
2023-08-01,7.56302
2023-08-02,19.32773
2023-08-03,13.44537
2023-08-04,4.20168
2023-08-07,14.28571
2023-08-08,27.73109
2023-08-09,16.80672
2023-08-10,10.92436
2023-08-11,12.60504
2023-08-12,4.20168
2023-08-13,14.28571
2023-08-14,14.28571
2023-08-15,17.64705
2023-08-16,15.12605
2023-08-17,23.52941
2023-08-18,12.60504
2023-08-19,11.7647
2023-08-20,5.04201
2023-08-21,17.64705
2023-08-22,20.16806
2023-08-23,10.08403
2023-08-24,8.40336
2023-08-25,17.64705
2023-08-26,10.08403
2023-08-27,12.60504
2023-08-28,18.48739
2023-08-29,13.44537
2023-08-30,11.7647
2023-08-31,15.12605
2023-09-01,15.12605
2023-09-02,6.72268
2023-09-03,5.04201
2023-09-04,23.52941
2023-09-05,6.72268
2023-09-06,22.68907
2023-09-07,15.12605
2023-09-08,24.36974
2023-09-11,15.96638
2023-09-12,5.88235
2023-09-13,17.64705
2023-09-14,14.28571
2023-09-15,7.56302
2023-09-17,5.88235
2023-09-18,23.52941
2023-09-19,11.7647
2023-09-20,17.64705
2023-09-21,14.28571
2023-09-22,8.40336
2023-09-23,5.04201
2023-09-24,8.40336
2023-09-25,12.60504
2023-09-26,14.28571
2023-09-27,5.04201
2023-09-28,5.04201
2023-09-29,5.04201
2023-10-01,5.88235
2023-10-03,5.04201
2023-10-04,13.44537
2023-10-05,20.16806
2023-10-06,16.80672
2023-10-08,6.72268
2023-10-09,9.24369
2023-10-10,10.92436
2023-10-11,16.80672
2023-10-12,16.80672
2023-10-13,16.80672
2023-10-14,6.72268
2023-10-15,5.88235
2023-10-16,21.84873
2023-10-17,25.21008
2023-10-18,8.40336
2023-10-19,21.84873
2023-10-20,9.24369
2023-10-21,5.04201
2023-10-22,4.20168
2023-10-23,10.92436
2023-10-24,10.92436
2023-10-25,16.80672
2023-10-26,14.28571
2023-10-27,24.36974
2023-10-29,8.40336
2023-10-30,17.64705
2023-10-31,5.88235
2023-11-01,10.08403
2023-11-02,10.92436
2023-11-03,21.0084
2023-11-05,5.04201
2023-11-06,13.44537
2023-11-07,17.64705
2023-11-08,14.28571
2023-11-09,15.96638
2023-11-10,19.32773
2023-11-11,5.88235
2023-11-12,4.20168
2023-11-13,17.64705
2023-11-14,13.44537
2023-11-15,10.92436
2023-11-16,13.44537
2023-11-17,8.40336
2023-11-19,5.04201
2023-11-20,9.24369
2023-11-21,5.88235
2023-11-22,15.12605
2023-11-23,10.08403
2023-11-24,8.40336
2023-11-25,6.72268
2023-11-26,8.40336
2023-11-27,16.80672
2023-11-28,13.44537
2023-11-29,11.7647
2023-11-30,15.96638
2023-12-01,16.80672
2023-12-02,6.72268
2023-12-03,54.62184
2023-12-04,52.10084
2023-12-05,57.98319
2023-12-06,62.18487
2023-12-07,52.94117
2023-12-08,55.46218
2023-12-09,52.10084
2023-12-10,48.73949
2023-12-11,74.78991
2023-12-12,62.18487
2023-12-13,61.34453
2023-12-14,63.86554
2023-12-15,56.30252
2023-12-16,52.10084
2023-12-17,57.14285
2023-12-18,55.46218
2023-12-19,58.82352
2023-12-20,64.70588
2023-12-21,73.10924
2023-12-22,20.16806
2023-12-23,10.92436
2023-12-24,8.40336
2023-12-25,5.04201
2023-12-26,20.16806
2023-12-27,16.80672
2023-12-28,15.12605
2023-12-29,10.08403
2023-12-30,10.08403
2023-12-31,5.88235
2024-01-01,5.88235
2024-01-02,19.32773
2024-01-03,17.64705
2024-01-04,15.96638
2024-01-05,10.92436
2024-01-06,6.72268
2024-01-08,13.44537
2024-01-09,13.44537
2024-01-10,19.32773
2024-01-11,15.12605
2024-01-12,15.12605
2024-01-13,8.40336
2024-01-14,11.7647
2024-01-15,15.96638
2024-01-16,11.7647
2024-01-17,6.72268
2024-01-18,5.88235
2024-01-19,10.08403
2024-01-20,9.24369
2024-01-21,10.92436
2024-01-22,18.48739
2024-01-23,20.16806
2024-01-24,13.44537
2024-01-25,10.92436
2024-01-29,7.56302
2024-01-30,18.48739
2024-01-31,10.08403
2024-02-01,14.28571
2024-02-02,18.48739
2024-02-03,5.04201
2024-02-04,7.56302
2024-02-05,11.7647
2024-02-06,11.7647
2024-02-07,20.16806
2024-02-08,7.56302
2024-02-10,6.72268
2024-02-11,15.12605
2024-02-12,6.72268
2024-02-13,19.32773
2024-02-14,5.88235
2024-02-15,13.44537
2024-02-16,20.16806
2024-02-17,5.04201
2024-02-18,10.92436
2024-02-19,12.60504
2024-02-20,10.92436
2024-02-21,20.16806
2024-02-22,12.60504
2024-02-23,9.24369
2024-02-25,5.04201
2024-02-26,17.64705
2024-02-27,17.64705
2024-02-28,12.60504
2024-02-29,12.60504
2024-03-01,10.08403
2024-03-03,12.60504
2024-03-04,7.56302
2024-03-05,18.48739
2024-03-06,9.24369
2024-03-07,14.28571
2024-03-08,15.96638
2024-03-09,16.80672
2024-03-10,10.92436
2024-03-11,20.16806
2024-03-12,18.48739
2024-03-13,21.84873
2024-03-14,17.64705
2024-03-15,10.08403
2024-03-16,5.88235
2024-03-18,17.64705
2024-03-19,6.72268
2024-03-20,24.36974
