date,증여계약서양식
2023-09-30,9.5
2023-10-01,4.0
2023-10-02,11.5
2023-10-03,15.0
2023-10-04,60.5
2023-10-05,54.0
2023-10-06,40.0
2023-10-07,11.0
2023-10-08,6.5
2023-10-09,16.0
2023-10-10,39.0
2023-10-11,44.0
2023-10-12,31.5
2023-10-13,31.0
2023-10-14,6.5
2023-10-15,10.0
2023-10-16,39.5
2023-10-17,44.0
2023-10-18,40.0
2023-10-19,30.5
2023-10-20,22.0
2023-10-21,8.0
2023-10-22,7.5
2023-10-23,33.0
2023-10-24,27.0
2023-10-25,29.5
2023-10-26,31.5
2023-10-27,26.0
2023-10-28,10.0
2023-10-29,9.0
2023-10-30,31.5
2023-10-31,29.0
2023-11-01,24.5
2023-11-02,26.5
2023-11-03,28.49999
2023-11-04,15.5
2023-11-05,15.0
2023-11-06,27.5
2023-11-07,27.5
2023-11-08,27.0
2023-11-09,34.0
2023-11-10,25.0
2023-11-11,13.0
2023-11-12,9.0
2023-11-13,34.0
2023-11-14,35.0
2023-11-15,34.49999
2023-11-16,31.0
2023-11-17,28.49999
2023-11-18,8.5
2023-11-19,9.0
2023-11-20,40.0
2023-11-21,35.0
2023-11-22,34.49999
2023-11-23,33.0
2023-11-24,22.5
2023-11-25,5.0
2023-11-26,13.0
2023-11-27,49.0
2023-11-28,32.5
2023-11-29,39.0
2023-11-30,30.0
2023-12-01,22.5
2023-12-02,6.5
2023-12-03,13.0
2023-12-04,33.0
2023-12-05,35.0
2023-12-06,16.5
2023-12-07,23.5
2023-12-08,28.49999
2023-12-09,12.0
2023-12-10,10.0
2023-12-11,33.0
2023-12-12,33.5
2023-12-13,42.5
2023-12-14,39.0
2023-12-15,24.0
2023-12-16,8.5
2023-12-17,10.0
2023-12-18,25.5
2023-12-19,28.0
2023-12-20,31.5
2023-12-21,29.0
2023-12-22,18.5
2023-12-23,8.5
2023-12-24,6.5
2023-12-25,12.5
2023-12-26,52.0
2023-12-27,34.49999
2023-12-28,46.0
2023-12-29,29.0
2023-12-30,8.0
2023-12-31,9.5
2024-01-01,7.0
2024-01-02,53.5
2024-01-03,56.49999
2024-01-04,56.49999
2024-01-05,37.0
2024-01-06,11.5
2024-01-07,19.5
2024-01-08,30.0
2024-01-09,40.0
2024-01-10,54.5
2024-01-11,30.0
2024-01-12,41.5
2024-01-13,7.5
2024-01-14,12.5
2024-01-15,51.5
2024-01-16,47.0
2024-01-17,47.5
2024-01-18,57.5
2024-01-19,47.5
2024-01-20,20.0
2024-01-21,16.5
2024-01-22,71.5
2024-01-23,58.0
2024-01-24,45.5
2024-01-25,52.0
2024-01-26,46.5
2024-01-27,21.5
2024-01-28,21.5
2024-01-29,53.0
2024-01-30,44.5
2024-01-31,48.0
2024-02-01,42.0
2024-02-02,50.0
2024-02-03,13.5
2024-02-04,15.5
2024-02-05,65.5
2024-02-06,51.0
2024-02-07,43.0
2024-02-08,47.0
2024-02-09,9.0
2024-02-10,10.5
2024-02-11,8.0
2024-02-12,26.5
2024-02-13,55.0
2024-02-14,54.0
2024-02-15,41.5
2024-02-16,39.5
2024-02-17,11.0
2024-02-18,17.0
2024-02-19,45.0
2024-02-20,61.0
2024-02-21,49.0
2024-02-22,54.5
2024-02-23,46.0
2024-02-24,12.5
2024-02-25,15.0
2024-02-26,45.0
2024-02-27,41.5
2024-02-28,47.0
2024-02-29,26.5
2024-03-01,11.0
2024-03-02,9.5
2024-03-03,13.0
2024-03-04,45.0
2024-03-05,43.0
2024-03-06,54.5
2024-03-07,47.5
2024-03-08,42.0
2024-03-09,14.5
2024-03-10,18.5
2024-03-11,50.5
2024-03-12,54.0
2024-03-13,50.5
2024-03-14,40.5
2024-03-15,44.0
2024-03-16,12.0
2024-03-17,15.0
2024-03-18,74.0
2024-03-19,43.5
2024-03-20,36.0
