date,금1돈시세
2023-09-04,14.91
2023-09-05,15.16
2023-09-06,14.98
2023-09-07,14.14999
2023-09-08,15.0
2023-09-09,13.35
2023-09-10,13.36
2023-09-11,15.05
2023-09-12,14.97
2023-09-13,13.35
2023-09-14,12.83
2023-09-15,13.1
2023-09-16,12.15
2023-09-17,11.22
2023-09-18,13.61
2023-09-19,13.31
2023-09-20,12.15
2023-09-21,12.93
2023-09-22,12.25
2023-09-23,11.25
2023-09-24,10.12
2023-09-25,18.24
2023-09-26,13.69
2023-09-27,12.55
2023-09-28,11.96
2023-09-29,13.31
2023-09-30,13.13
2023-10-01,11.97
2023-10-02,12.38
2023-10-03,13.14
2023-10-04,15.92
2023-10-05,16.28
2023-10-06,15.63
2023-10-07,11.46
2023-10-08,10.33
2023-10-09,11.68
2023-10-10,17.49
2023-10-11,15.48
2023-10-12,14.94
2023-10-13,14.64
2023-10-14,12.71
2023-10-15,11.3
2023-10-16,15.61
2023-10-17,14.27
2023-10-18,13.96
2023-10-19,17.29
2023-10-20,19.81999
2023-10-21,14.38
2023-10-22,11.75
2023-10-23,15.77
2023-10-24,15.27
2023-10-25,16.17
2023-10-26,16.3
2023-10-27,17.19999
2023-10-28,14.24
2023-10-29,13.34
2023-10-30,23.44
2023-10-31,38.09
2023-11-01,32.0
2023-11-02,21.77
2023-11-03,21.12
2023-11-04,16.25
2023-11-05,14.72
2023-11-06,18.62
2023-11-07,17.65
2023-11-08,17.24
2023-11-09,16.15
2023-11-10,15.02
2023-11-11,13.02
2023-11-12,10.99
2023-11-13,15.66
2023-11-14,16.06
2023-11-15,14.46
2023-11-16,13.66999
2023-11-17,14.57
2023-11-18,19.51
2023-11-19,18.09
2023-11-20,18.88
2023-11-21,18.57
2023-11-22,16.91
2023-11-23,20.41
2023-11-24,19.23999
2023-11-25,16.46
2023-11-26,13.45
2023-11-27,20.31
2023-11-28,27.76
2023-11-29,23.61
2023-11-30,24.41
2023-12-01,19.01
2023-12-02,18.7
2023-12-03,24.34
2023-12-04,38.57
2023-12-05,37.1
2023-12-06,29.12
2023-12-07,24.09
2023-12-08,21.31
2023-12-09,25.25
2023-12-10,18.58
2023-12-11,22.5
2023-12-12,20.96
2023-12-13,19.51
2023-12-14,19.6
2023-12-15,23.0
2023-12-16,16.66
2023-12-17,14.87
2023-12-18,19.31
2023-12-19,17.22
2023-12-20,16.37
2023-12-21,16.88
2023-12-22,17.34999
2023-12-23,13.27
2023-12-24,12.0
2023-12-25,12.91
2023-12-26,16.17
2023-12-27,18.05
2023-12-28,20.59
2023-12-29,20.21
2023-12-30,26.0
2023-12-31,15.19
2024-01-01,20.11
2024-01-02,21.44
2024-01-03,20.07
2024-01-04,18.82
2024-01-05,22.07
2024-01-06,18.35
2024-01-07,17.11
2024-01-08,17.63
2024-01-09,16.03
2024-01-10,18.08
2024-01-11,17.61
2024-01-12,18.13
2024-01-13,16.07
2024-01-14,16.25
2024-01-15,18.3
2024-01-16,18.27
2024-01-17,18.2
2024-01-18,17.24
2024-01-19,16.97
2024-01-20,15.08
2024-01-21,13.15
2024-01-22,16.85
2024-01-23,16.38
2024-01-24,16.6
2024-01-25,16.56999
2024-01-26,17.24999
2024-01-27,15.28
2024-01-28,13.66
2024-01-29,17.9
2024-01-30,17.76
2024-01-31,16.86
2024-02-01,17.61
2024-02-02,17.51
2024-02-03,13.94
2024-02-04,17.17
2024-02-05,15.64
2024-02-06,16.74
2024-02-07,15.3
2024-02-08,14.79
2024-02-09,14.31
2024-02-10,19.0
2024-02-11,15.73
2024-02-12,15.61
2024-02-13,18.07
2024-02-14,19.15
2024-02-15,17.73
2024-02-16,16.65
2024-02-17,14.89
2024-02-18,14.02
2024-02-19,18.27
2024-02-20,16.74
2024-02-21,16.12
2024-02-22,16.42
2024-02-23,15.97
2024-02-24,23.27
2024-02-25,19.34
2024-02-26,18.52
2024-02-27,15.59
2024-02-28,16.54
2024-02-29,17.56
2024-03-01,15.79
2024-03-02,14.89
2024-03-03,15.58
2024-03-04,23.53
2024-03-05,45.41
2024-03-06,40.49
2024-03-07,36.4
2024-03-08,40.29
2024-03-09,33.75
2024-03-10,31.05
2024-03-11,33.8
2024-03-12,31.26
2024-03-13,27.41
2024-03-14,24.56
2024-03-15,24.95
2024-03-16,21.73
2024-03-17,20.52
2024-03-18,23.08
2024-03-19,22.06
2024-03-20,20.72
