date,나인티데이즈
2023-11-17,66.23376
2023-11-18,9.0909
2023-11-19,8.44155
2023-11-20,77.27272
2023-11-21,58.44155
2023-11-22,83.11688
2023-11-23,77.27272
2023-11-24,83.76623
2023-11-25,5.84415
2023-11-26,5.1948
2023-11-27,71.42857
2023-11-28,65.58441
2023-11-29,71.42857
2023-11-30,68.83116
2023-12-01,64.93506
2023-12-02,10.38961
2023-12-03,21.42857
2023-12-04,81.81818
2023-12-05,40.90909
2023-12-06,26.62337
2023-12-07,24.67532
2023-12-08,14.93506
2023-12-09,10.38961
2023-12-11,16.88311
2023-12-12,20.12987
2023-12-13,27.27272
2023-12-14,24.02597
2023-12-15,16.23376
2023-12-17,3.8961
2023-12-18,19.48051
2023-12-19,19.48051
2023-12-20,22.07792
2023-12-21,20.12987
2023-12-22,15.58441
2023-12-23,3.24675
2023-12-26,12.98701
2023-12-27,18.83116
2023-12-28,29.22077
2023-12-29,25.97402
2023-12-30,5.1948
2024-01-02,28.57142
2024-01-03,28.57142
2024-01-04,27.92207
2024-01-05,14.93506
2024-01-06,5.1948
2024-01-07,6.4935
2024-01-08,16.88311
2024-01-09,22.07792
2024-01-10,18.83116
2024-01-11,22.07792
2024-01-12,20.77922
2024-01-13,5.1948
2024-01-15,29.87012
2024-01-16,26.62337
2024-01-17,21.42857
2024-01-18,24.67532
2024-01-19,29.22077
2024-01-22,22.72727
2024-01-23,24.02597
2024-01-24,28.57142
2024-01-25,23.37662
2024-01-26,22.07792
2024-01-29,24.02597
2024-01-30,37.66233
2024-01-31,21.42857
2024-02-01,28.57142
2024-02-02,31.81818
2024-02-04,3.8961
2024-02-05,24.02597
2024-02-06,24.67532
2024-02-07,27.92207
2024-02-08,35.06493
2024-02-12,3.24675
2024-02-13,40.90909
2024-02-14,24.02597
2024-02-15,31.16883
2024-02-16,32.46753
2024-02-17,3.24675
2024-02-18,4.54545
2024-02-19,38.96103
2024-02-20,27.27272
2024-02-21,34.41558
2024-02-22,35.71428
2024-02-23,33.11688
2024-02-24,3.8961
2024-02-25,3.24675
2024-02-26,29.87012
2024-02-27,33.76623
2024-02-28,35.06493
2024-02-29,48.70129
2024-03-01,9.0909
2024-03-02,3.24675
2024-03-03,4.54545
2024-03-04,39.61038
2024-03-05,46.10389
2024-03-06,33.76623
2024-03-07,37.66233
2024-03-08,45.45454
2024-03-09,5.84415
2024-03-11,45.45454
2024-03-12,44.15584
2024-03-13,42.85714
2024-03-14,48.05194
2024-03-15,40.90909
2024-03-16,3.8961
2024-03-18,44.80519
2024-03-19,53.8961
2024-03-20,38.96103
