date,해외선물수수료
2023-09-05,23.6
2023-09-06,26.0
2023-09-07,20.0
2023-09-08,15.2
2023-09-09,12.0
2023-09-10,8.4
2023-09-11,19.2
2023-09-12,18.0
2023-09-13,32.8
2023-09-14,23.6
2023-09-15,20.8
2023-09-16,12.4
2023-09-17,7.6
2023-09-18,23.6
2023-09-19,21.2
2023-09-20,19.2
2023-09-21,22.8
2023-09-22,20.39999
2023-09-23,14.4
2023-09-24,10.4
2023-09-25,14.8
2023-09-26,25.6
2023-09-27,15.2
2023-09-28,12.4
2023-09-29,13.6
2023-09-30,22.4
2023-10-01,16.0
2023-10-02,14.4
2023-10-03,22.0
2023-10-04,28.39999
2023-10-05,21.6
2023-10-06,21.6
2023-10-07,14.4
2023-10-08,12.0
2023-10-09,24.0
2023-10-10,30.0
2023-10-11,28.39999
2023-10-12,22.8
2023-10-13,20.0
2023-10-14,16.0
2023-10-15,16.8
2023-10-16,26.4
2023-10-17,32.4
2023-10-18,34.39999
2023-10-19,24.8
2023-10-20,25.2
2023-10-21,18.4
2023-10-22,17.19999
2023-10-23,28.39999
2023-10-24,27.2
2023-10-25,20.39999
2023-10-26,29.6
2023-10-27,24.8
2023-10-28,19.2
2023-10-29,16.4
2023-10-30,26.0
2023-10-31,26.0
2023-11-01,26.8
2023-11-02,24.4
2023-11-03,28.8
2023-11-04,9.6
2023-11-05,10.8
2023-11-06,30.4
2023-11-07,22.4
2023-11-08,25.2
2023-11-09,25.2
2023-11-10,30.4
2023-11-11,11.2
2023-11-12,14.4
2023-11-13,28.0
2023-11-14,31.6
2023-11-15,31.2
2023-11-16,25.6
2023-11-17,27.2
2023-11-18,15.6
2023-11-19,16.8
2023-11-20,26.4
2023-11-21,34.39999
2023-11-22,30.0
2023-11-23,32.8
2023-11-24,28.39999
2023-11-25,14.8
2023-11-26,23.2
2023-11-27,28.39999
2023-11-28,44.8
2023-11-29,33.2
2023-11-30,32.8
2023-12-01,27.6
2023-12-02,24.8
2023-12-03,16.8
2023-12-04,32.8
2023-12-05,38.0
2023-12-06,40.4
2023-12-07,32.0
2023-12-08,33.6
2023-12-09,27.2
2023-12-10,31.2
2023-12-11,38.4
2023-12-12,34.39999
2023-12-13,42.4
2023-12-14,29.2
2023-12-15,31.6
2023-12-16,24.0
2023-12-17,26.0
2023-12-18,34.0
2023-12-19,33.6
2023-12-20,36.0
2023-12-21,33.2
2023-12-22,32.0
2023-12-23,30.4
2023-12-24,24.4
2023-12-25,20.39999
2023-12-26,35.2
2023-12-27,36.8
2023-12-28,35.2
2023-12-29,28.0
2023-12-30,23.2
2023-12-31,21.6
2024-01-01,20.39999
2024-01-02,37.6
2024-01-03,40.4
2024-01-04,43.2
2024-01-05,42.8
2024-01-06,26.0
2024-01-07,22.4
2024-01-08,34.0
2024-01-09,34.39999
2024-01-10,31.6
2024-01-11,38.0
2024-01-12,26.0
2024-01-13,19.2
2024-01-14,19.2
2024-01-15,35.2
2024-01-16,32.8
2024-01-17,38.8
2024-01-18,29.2
2024-01-19,52.8
2024-01-20,34.39999
2024-01-21,34.39999
2024-01-22,48.0
2024-01-23,49.6
2024-01-24,50.8
2024-01-25,52.0
2024-01-26,42.4
2024-01-27,34.79999
2024-01-28,36.0
2024-01-29,44.4
2024-01-30,54.0
2024-01-31,40.79999
2024-02-01,43.6
2024-02-02,57.6
2024-02-03,36.0
2024-02-04,38.4
2024-02-05,54.0
2024-02-06,63.6
2024-02-07,55.6
2024-02-08,48.0
2024-02-09,39.6
2024-02-10,39.6
2024-02-11,40.79999
2024-02-12,45.2
2024-02-13,61.6
2024-02-14,56.39999
2024-02-15,51.6
2024-02-16,48.0
2024-02-17,39.6
2024-02-18,35.6
2024-02-19,50.8
2024-02-20,49.6
2024-02-21,52.4
2024-02-22,57.19999
2024-02-23,48.0
2024-02-24,48.8
2024-02-25,41.2
2024-02-26,44.4
2024-02-27,48.0
2024-02-28,42.8
2024-02-29,45.6
2024-03-01,39.2
2024-03-02,46.0
2024-03-03,36.0
2024-03-04,43.6
2024-03-05,42.0
2024-03-06,47.2
2024-03-07,49.2
2024-03-08,51.2
2024-03-09,36.4
2024-03-10,38.4
2024-03-11,51.6
2024-03-12,70.8
2024-03-13,62.4
2024-03-14,53.6
2024-03-15,48.8
2024-03-16,36.4
2024-03-17,34.79999
2024-03-18,61.6
2024-03-19,54.0
2024-03-20,52.4
