date,삼성증권CMA
2023-05-30,16.51982
2023-05-31,22.46696
2023-06-01,21.80616
2023-06-02,19.60352
2023-06-03,14.97797
2023-06-04,10.57268
2023-06-05,20.70484
2023-06-06,13.87665
2023-06-07,18.5022
2023-06-08,17.8414
2023-06-09,22.68722
2023-06-10,8.81057
2023-06-11,14.53744
2023-06-12,25.55066
2023-06-13,21.14537
2023-06-14,18.94273
2023-06-15,22.90748
2023-06-16,22.68722
2023-06-17,10.79295
2023-06-18,9.47136
2023-06-19,17.18061
2023-06-20,15.85903
2023-06-21,17.62114
2023-06-22,18.28193
2023-06-23,22.02643
2023-06-24,10.13215
2023-06-25,12.11453
2023-06-26,20.26431
2023-06-27,17.18061
2023-06-28,20.48458
2023-06-29,19.82378
2023-06-30,20.92511
2023-07-01,16.51982
2023-07-02,12.99559
2023-07-03,22.24669
2023-07-04,24.44933
2023-07-05,32.15859
2023-07-06,30.39647
2023-07-07,22.02643
2023-07-08,13.87665
2023-07-09,18.06167
2023-07-10,30.17621
2023-07-11,26.21145
2023-07-12,19.60352
2023-07-13,26.21145
2023-07-14,23.56828
2023-07-15,9.69162
2023-07-16,16.29955
2023-07-17,18.72246
2023-07-18,22.46696
2023-07-19,24.44933
2023-07-20,23.56828
2023-07-21,22.90748
2023-07-22,13.87665
2023-07-23,17.62114
2023-07-24,23.12775
2023-07-25,24.6696
2023-07-26,21.36563
2023-07-27,25.33039
2023-07-28,18.5022
2023-07-29,11.89427
2023-07-30,15.19823
2023-07-31,21.80616
2023-08-01,23.12775
2023-08-02,19.60352
2023-08-03,16.51982
2023-08-04,17.62114
2023-08-05,11.01321
2023-08-06,11.89427
2023-08-07,19.38325
2023-08-08,16.96035
2023-08-09,16.07929
2023-08-10,18.72246
2023-08-11,22.46696
2023-08-12,12.99559
2023-08-13,10.57268
2023-08-14,18.5022
2023-08-15,16.51982
2023-08-16,24.6696
2023-08-17,21.14537
2023-08-18,20.26431
2023-08-19,12.3348
2023-08-20,11.45374
2023-08-21,20.70484
2023-08-22,24.22907
2023-08-23,21.14537
2023-08-24,20.92511
2023-08-25,22.24669
2023-08-26,10.57268
2023-08-27,12.55506
2023-08-28,22.02643
2023-08-29,21.80616
2023-08-30,18.28193
2023-08-31,20.70484
2023-09-01,17.8414
2023-09-02,14.31718
2023-09-03,13.21585
2023-09-04,20.70484
2023-09-05,22.02643
2023-09-06,20.48458
2023-09-07,14.97797
2023-09-08,19.82378
2023-09-09,12.77533
2023-09-10,11.01321
2023-09-11,15.19823
2023-09-12,19.60352
2023-09-13,15.85903
2023-09-14,18.5022
2023-09-15,19.16299
2023-09-16,11.01321
2023-09-17,8.81057
2023-09-18,20.04405
2023-09-19,16.74008
2023-09-20,18.72246
2023-09-21,15.4185
2023-09-22,18.28193
2023-09-23,11.01321
2023-09-24,11.01321
2023-09-25,18.06167
2023-09-26,23.12775
2023-09-27,21.36563
2023-09-28,10.13215
2023-09-29,7.70925
2023-09-30,11.01321
2023-10-01,14.09691
2023-10-02,16.74008
2023-10-03,14.31718
2023-10-04,24.00881
2023-10-05,19.16299
2023-10-06,17.40088
2023-10-07,12.11453
2023-10-08,11.23348
2023-10-09,15.85903
2023-10-10,24.6696
2023-10-11,17.8414
2023-10-12,15.63876
2023-10-13,17.8414
2023-10-14,11.23348
2023-10-15,13.43612
2023-10-16,24.00881
2023-10-17,20.26431
2023-10-18,17.62114
2023-10-19,18.28193
2023-10-20,15.85903
2023-10-21,13.87665
2023-10-22,12.77533
2023-10-23,20.70484
2023-10-24,21.5859
2023-10-25,23.12775
2023-10-26,20.92511
2023-10-27,19.38325
2023-10-28,8.14977
2023-10-29,10.35242
2023-10-30,24.00881
2023-10-31,24.00881
2023-11-01,25.77092
2023-11-02,27.31277
2023-11-03,22.24669
2023-11-04,11.674
2023-11-05,8.81057
2023-11-06,20.92511
2023-11-07,20.70484
2023-11-08,20.26431
2023-11-09,19.82378
2023-11-10,21.80616
2023-11-11,11.45374
2023-11-12,13.87665
2023-11-13,19.82378
2023-11-14,23.34801
2023-11-15,16.74008
2023-11-16,18.72246
2023-11-17,18.5022
2023-11-18,12.55506
2023-11-19,11.89427
2023-11-20,24.88986
2023-11-21,19.82378
2023-11-22,21.36563
2023-11-23,20.26431
2023-11-24,20.92511
2023-11-25,12.3348
2023-11-26,12.55506
2023-11-27,20.70484
2023-11-28,22.46696
2023-11-29,21.80616
2023-11-30,20.26431
2023-12-01,22.46696
2023-12-02,12.55506
2023-12-03,15.63876
2023-12-04,22.46696
2023-12-05,20.26431
2023-12-06,20.70484
2023-12-07,19.16299
2023-12-08,19.60352
2023-12-09,10.57268
2023-12-10,12.3348
2023-12-11,23.78854
2023-12-12,18.94273
2023-12-13,20.92511
2023-12-14,23.56828
2023-12-15,22.02643
2023-12-16,19.16299
2023-12-17,16.51982
2023-12-18,24.22907
2023-12-19,24.6696
2023-12-20,29.07488
2023-12-21,18.5022
2023-12-22,26.65198
2023-12-23,18.5022
2023-12-24,12.77533
2023-12-25,15.4185
2023-12-26,30.17621
2023-12-27,37.22466
2023-12-28,36.56387
2023-12-29,33.03964
2023-12-30,16.07929
2023-12-31,15.4185
2024-01-01,16.51982
2024-01-02,35.68281
2024-01-03,21.14537
2024-01-04,28.63436
2024-01-05,26.87224
2024-01-06,18.94273
2024-01-07,15.4185
2024-01-08,28.19383
2024-01-09,26.87224
2024-01-10,30.17621
2024-01-11,29.29515
2024-01-12,25.77092
2024-01-13,12.99559
2024-01-14,14.53744
2024-01-15,24.6696
2024-01-16,23.56828
2024-01-17,29.51541
2024-01-18,26.87224
2024-01-19,23.78854
2024-01-20,15.85903
2024-01-21,18.72246
2024-01-22,36.34361
2024-01-23,37.22466
2024-01-24,40.30837
2024-01-25,29.07488
2024-01-26,42.73127
2024-01-27,22.46696
2024-01-28,21.80616
2024-01-29,30.61674
2024-01-30,30.17621
2024-01-31,34.80176
2024-02-01,34.14096
2024-02-02,33.48017
2024-02-03,24.00881
2024-02-04,23.12775
2024-02-05,36.56387
2024-02-06,32.81938
2024-02-07,31.27753
2024-02-08,29.95594
2024-02-09,21.80616
2024-02-10,13.21585
2024-02-11,16.96035
2024-02-12,28.41409
2024-02-13,39.20704
2024-02-14,36.78414
2024-02-15,38.32599
2024-02-16,24.6696
2024-02-17,18.28193
2024-02-18,20.48458
2024-02-19,36.34361
2024-02-20,34.14096
2024-02-21,37.66519
2024-02-22,36.34361
2024-02-23,38.32599
2024-02-24,24.00881
2024-02-25,26.21145
2024-02-26,38.98678
2024-02-27,37.0044
2024-02-28,40.30837
2024-02-29,36.34361
2024-03-01,25.55066
2024-03-02,21.5859
2024-03-03,24.22907
2024-03-04,43.61233
2024-03-05,33.70044
2024-03-06,35.46255
2024-03-07,33.70044
2024-03-08,32.15859
2024-03-09,19.82378
2024-03-10,18.94273
2024-03-11,35.46255
2024-03-12,27.09251
2024-03-13,27.09251
2024-03-14,25.55066
2024-03-15,25.33039
2024-03-16,19.60352
2024-03-17,16.96035
2024-03-18,28.19383
2024-03-19,23.78854
2024-03-20,22.68722
