date,카드설계사
2023-09-11,32.8
2023-09-12,24.0
2023-09-13,28.0
2023-09-14,13.6
2023-09-15,35.2
2023-09-16,13.6
2023-09-17,11.2
2023-09-18,30.4
2023-09-19,42.4
2023-09-20,32.0
2023-09-21,30.4
2023-09-22,24.8
2023-09-23,6.4
2023-09-24,7.2
2023-09-25,14.4
2023-09-26,22.4
2023-09-27,23.2
2023-09-28,8.0
2023-09-29,5.6
2023-09-30,9.6
2023-10-01,14.4
2023-10-02,14.4
2023-10-03,19.2
2023-10-04,32.8
2023-10-05,40.79999
2023-10-06,28.8
2023-10-07,12.0
2023-10-08,12.0
2023-10-09,17.6
2023-10-10,32.8
2023-10-11,28.8
2023-10-12,31.2
2023-10-13,29.6
2023-10-14,12.0
2023-10-15,12.0
2023-10-16,23.2
2023-10-17,40.79999
2023-10-18,40.79999
2023-10-19,21.6
2023-10-20,27.2
2023-10-21,16.8
2023-10-22,8.8
2023-10-23,33.6
2023-10-24,36.0
2023-10-25,39.2
2023-10-26,39.2
2023-10-27,20.8
2023-10-28,4.8
2023-10-29,12.8
2023-10-30,36.8
2023-10-31,37.6
2023-11-01,36.8
2023-11-02,37.6
2023-11-03,26.4
2023-11-04,14.4
2023-11-05,14.4
2023-11-06,38.4
2023-11-07,23.2
2023-11-08,20.0
2023-11-09,32.8
2023-11-10,25.6
2023-11-11,5.6
2023-11-12,8.0
2023-11-13,24.0
2023-11-14,28.0
2023-11-15,36.8
2023-11-16,18.4
2023-11-17,26.4
2023-11-18,9.6
2023-11-19,10.4
2023-11-20,28.8
2023-11-21,40.0
2023-11-22,35.2
2023-11-23,24.8
2023-11-24,16.0
2023-11-25,6.4
2023-11-26,14.4
2023-11-27,29.6
2023-11-28,24.0
2023-11-29,19.2
2023-11-30,48.0
2023-12-01,43.2
2023-12-02,17.6
2023-12-03,15.2
2023-12-04,28.0
2023-12-05,36.0
2023-12-06,28.8
2023-12-07,29.6
2023-12-08,27.2
2023-12-09,5.6
2023-12-10,12.0
2023-12-11,32.0
2023-12-12,26.4
2023-12-13,29.6
2023-12-14,24.8
2023-12-15,26.4
2023-12-16,11.2
2023-12-17,9.6
2023-12-18,34.39999
2023-12-19,39.2
2023-12-20,36.8
2023-12-21,37.6
2023-12-22,22.4
2023-12-23,13.6
2023-12-24,12.0
2023-12-25,16.8
2023-12-26,20.8
2023-12-27,24.8
2023-12-28,30.4
2023-12-29,32.8
2023-12-30,10.4
2023-12-31,8.8
2024-01-01,21.6
2024-01-02,44.0
2024-01-03,42.4
2024-01-04,40.0
2024-01-05,32.8
2024-01-06,22.4
2024-01-07,20.0
2024-01-08,26.4
2024-01-09,36.8
2024-01-10,40.0
2024-01-11,30.4
2024-01-12,37.6
2024-01-13,11.2
2024-01-14,16.8
2024-01-15,48.8
2024-01-16,48.0
2024-01-17,32.8
2024-01-18,35.2
2024-01-19,31.2
2024-01-20,19.2
2024-01-21,17.6
2024-01-22,36.8
2024-01-23,45.6
2024-01-24,34.39999
2024-01-25,40.79999
2024-01-26,31.2
2024-01-27,16.8
2024-01-28,20.8
2024-01-29,51.2
2024-01-30,32.0
2024-01-31,26.4
2024-02-01,47.2
2024-02-02,41.6
2024-02-03,20.0
2024-02-04,21.6
2024-02-05,41.6
2024-02-06,44.8
2024-02-07,29.6
2024-02-08,28.0
2024-02-09,16.0
2024-02-10,5.6
2024-02-11,11.2
2024-02-12,16.0
2024-02-13,48.0
2024-02-14,38.4
2024-02-15,42.4
2024-02-16,36.0
2024-02-17,24.8
2024-02-18,24.0
2024-02-19,44.8
2024-02-20,46.4
2024-02-21,35.2
2024-02-22,37.6
2024-02-23,35.2
2024-02-24,20.8
2024-02-25,13.6
2024-02-26,41.6
2024-02-27,43.2
2024-02-28,25.6
2024-02-29,33.6
2024-03-01,12.8
2024-03-02,12.0
2024-03-03,11.2
2024-03-04,36.0
2024-03-05,35.2
2024-03-06,36.8
2024-03-07,44.0
2024-03-08,33.6
2024-03-09,16.8
2024-03-10,12.8
2024-03-11,40.0
2024-03-12,60.8
2024-03-13,53.6
2024-03-14,27.2
2024-03-15,33.6
2024-03-16,18.4
2024-03-17,25.6
2024-03-18,48.8
2024-03-19,44.8
2024-03-20,39.2
