date,한국ANKOR유전
2023-06-06,4.24188
2023-06-07,18.30146
2023-06-08,24.65095
2023-06-09,17.18096
2023-06-10,2.52112
2023-06-11,2.6634
2023-06-12,17.83903
2023-06-13,18.00355
2023-06-14,15.75366
2023-06-15,15.4602
2023-06-16,15.6514
2023-06-17,2.25433
2023-06-18,2.2321
2023-06-19,17.03423
2023-06-20,12.71676
2023-06-21,12.19653
2023-06-22,12.57003
2023-06-23,11.97421
2023-06-24,1.96976
2023-06-25,1.69853
2023-06-26,12.12983
2023-06-27,11.3606
2023-06-28,12.93463
2023-06-29,45.40684
2023-06-30,31.05824
2023-07-01,3.71276
2023-07-02,3.45042
2023-07-03,17.48332
2023-07-04,32.6634
2023-07-05,24.76211
2023-07-06,18.31925
2023-07-07,18.83948
2023-07-08,2.64117
2023-07-09,2.55224
2023-07-10,15.33125
2023-07-11,14.17963
2023-07-12,11.97865
2023-07-13,11.58737
2023-07-14,10.90706
2023-07-15,1.91196
2023-07-16,1.60071
2023-07-17,13.29924
2023-07-18,11.39172
2023-07-19,9.4353
2023-07-20,8.82169
2023-07-21,9.03512
2023-07-22,1.54735
2023-07-23,1.44064
2023-07-24,9.33303
2023-07-25,10.99155
2023-07-26,11.2361
2023-07-27,10.74699
2023-07-28,9.20409
2023-07-29,1.59626
2023-07-30,1.40951
2023-07-31,8.24811
2023-08-01,7.25655
2023-08-02,7.91907
2023-08-03,18.72387
2023-08-04,13.30813
2023-08-05,1.89862
2023-08-06,1.46287
2023-08-07,9.63094
2023-08-08,9.29746
2023-08-09,8.24811
2023-08-10,7.46554
2023-08-11,6.9453
2023-08-12,1.40062
2023-08-13,1.43619
2023-08-14,6.66963
2023-08-15,1.54735
2023-08-16,8.28368
2023-08-17,16.27389
2023-08-18,13.20586
2023-08-19,1.72965
2023-08-20,1.8586
2023-08-21,8.19475
2023-08-22,7.97687
2023-08-23,7.34993
2023-08-24,7.97687
2023-08-25,6.62516
2023-08-26,1.13383
2023-08-27,0.90262
2023-08-28,5.45131
2023-08-29,6.40729
2023-08-30,6.016
2023-08-31,9.02623
2023-09-01,6.08714
2023-09-02,1.03156
2023-09-03,0.80924
2023-09-04,5.26456
2023-09-05,5.03779
2023-09-06,11.12939
2023-09-07,8.80835
2023-09-08,4.88216
2023-09-09,0.7959
2023-09-10,0.97821
2023-09-11,5.02
2023-09-12,5.50911
2023-09-13,5.07336
2023-09-14,4.60204
2023-09-15,4.0329
2023-09-16,0.74699
2023-09-17,0.64473
2023-09-18,4.07736
2023-09-19,3.86393
2023-09-20,3.77056
2023-09-21,3.92618
2023-09-22,3.50377
2023-09-23,0.75144
2023-09-24,0.45353
2023-09-25,4.17074
2023-09-26,5.30013
2023-09-27,4.03734
2023-09-28,0.64028
2023-09-29,0.45353
2023-09-30,0.52467
2023-10-01,0.45353
2023-10-02,0.44908
2023-10-03,0.60915
2023-10-04,4.51311
2023-10-05,4.89995
2023-10-06,4.76211
2023-10-07,0.76033
2023-10-08,0.57358
2023-10-09,1.26278
2023-10-10,20.72032
2023-10-11,32.11204
2023-10-12,50.00444
2023-10-13,54.28634
2023-10-14,14.73988
2023-10-15,12.58337
2023-10-16,79.38639
2023-10-17,51.78301
2023-10-18,92.24544
2023-10-19,44.97109
2023-10-20,28.86171
2023-10-21,5.01556
2023-10-22,4.2152
2023-10-23,20.9204
2023-10-24,22.25433
2023-10-25,22.09426
2023-10-26,17.5678
2023-10-27,12.89017
2023-10-28,2.58781
2023-10-29,2.58337
2023-10-30,18.68385
2023-10-31,12.75233
2023-11-01,10.64473
2023-11-02,9.51978
2023-11-03,8.71053
2023-11-04,1.53846
2023-11-05,1.37394
2023-11-06,9.64873
2023-11-07,8.02578
2023-11-08,18.36816
2023-11-09,14.01067
2023-11-10,10.00444
2023-11-11,1.52067
2023-11-12,1.20497
2023-11-13,7.73677
2023-11-14,7.0787
2023-11-15,6.58514
2023-11-16,6.22054
2023-11-17,4.63761
2023-11-18,0.96487
2023-11-19,1.02267
2023-11-20,5.98488
2023-11-21,5.77145
2023-11-22,5.27345
2023-11-23,4.65984
2023-11-24,4.66874
2023-11-25,0.99155
2023-11-26,0.9204
2023-11-27,4.73988
2023-11-28,5.53134
2023-11-29,15.42463
2023-11-30,9.15518
2023-12-01,6.19831
2023-12-02,1.37839
2023-12-03,1.41396
2023-12-04,5.97598
2023-12-05,5.4602
2023-12-06,5.46465
2023-12-07,4.62427
2023-12-08,4.66874
2023-12-09,1.02267
2023-12-10,0.96042
2023-12-11,4.45086
2023-12-12,4.6554
2023-12-13,4.39306
2023-12-14,4.86438
2023-12-15,4.91774
2023-12-16,1.24055
2023-12-17,1.12049
2023-12-18,4.61983
2023-12-19,4.16629
2023-12-20,4.24188
2023-12-21,4.00177
2023-12-22,4.07292
2023-12-23,0.93819
2023-12-24,1.22721
2023-12-25,0.9293
2023-12-26,7.35437
2023-12-27,5.96709
2023-12-28,4.82436
2023-12-29,2.07647
2023-12-30,1.23165
2023-12-31,0.84481
2024-01-01,0.84926
2024-01-02,4.30858
2024-01-03,3.7261
2024-01-04,24.70875
2024-01-05,24.02845
2024-01-06,3.99288
2024-01-07,3.13028
2024-01-08,9.55091
2024-01-09,20.06669
2024-01-10,14.08181
2024-01-11,9.04846
2024-01-12,14.74433
2024-01-13,3.2192
2024-01-14,2.61449
2024-01-15,11.3028
2024-01-16,10.9871
2024-01-17,8.84837
2024-01-18,7.92352
2024-01-19,6.25166
2024-01-20,1.24944
2024-01-21,1.21831
2024-01-22,5.63361
2024-01-23,5.39795
2024-01-24,4.73099
2024-01-25,4.1574
2024-01-26,3.93952
2024-01-27,0.88483
2024-01-28,0.75144
2024-01-29,5.95375
2024-01-30,4.53979
2024-01-31,3.71276
2024-02-01,3.65051
2024-02-02,3.69497
2024-02-03,0.84481
2024-02-04,0.74255
2024-02-05,4.21076
2024-02-06,3.31702
2024-02-07,2.8457
2024-02-08,2.77456
2024-02-09,0.75589
2024-02-10,0.33348
2024-02-11,0.4313
2024-02-12,0.71587
2024-02-13,3.61493
2024-02-14,6.49177
2024-02-15,4.14851
2024-02-16,3.33481
2024-02-17,0.69364
2024-02-18,0.6803
2024-02-19,3.29479
2024-02-20,3.85504
2024-02-21,3.40595
2024-02-22,2.86794
2024-02-23,2.65895
2024-02-24,0.72476
2024-02-25,0.6136
2024-02-26,2.68563
2024-02-27,2.53001
2024-02-28,2.62338
2024-02-29,2.16985
2024-03-01,0.4891
2024-03-02,0.47576
2024-03-03,0.62249
2024-03-04,2.51222
2024-03-05,2.19653
2024-03-06,2.39662
2024-03-07,2.05869
2024-03-08,2.14762
2024-03-09,0.44019
2024-03-10,0.37349
2024-03-11,2.20542
2024-03-12,2.50333
2024-03-13,2.23654
2024-03-14,3.68163
2024-03-15,2.69008
2024-03-16,0.44019
2024-03-17,0.45798
2024-03-18,2.24544
2024-03-19,2.78345
2024-03-20,2.30769
