date,계약금
2023-09-04,34.74999
2023-09-05,39.5
2023-09-06,32.25
2023-09-07,33.0
2023-09-08,30.5
2023-09-09,25.0
2023-09-10,14.5
2023-09-11,32.5
2023-09-12,34.25
2023-09-13,29.75
2023-09-14,33.0
2023-09-15,29.75
2023-09-16,22.0
2023-09-17,21.0
2023-09-18,38.0
2023-09-19,35.25
2023-09-20,27.25
2023-09-21,43.75
2023-09-22,28.0
2023-09-23,27.25
2023-09-24,26.0
2023-09-25,40.5
2023-09-26,36.25
2023-09-27,34.0
2023-09-28,21.0
2023-09-29,13.0
2023-09-30,11.75
2023-10-01,13.25
2023-10-02,21.25
2023-10-03,23.5
2023-10-04,32.75
2023-10-05,31.25
2023-10-06,37.0
2023-10-07,25.75
2023-10-08,22.5
2023-10-09,29.5
2023-10-10,39.75
2023-10-11,51.5
2023-10-12,41.5
2023-10-13,38.25
2023-10-14,28.75
2023-10-15,19.25
2023-10-16,35.5
2023-10-17,34.74999
2023-10-18,36.5
2023-10-19,36.5
2023-10-20,30.5
2023-10-21,17.24999
2023-10-22,21.25
2023-10-23,37.5
2023-10-24,42.25
2023-10-25,38.0
2023-10-26,30.5
2023-10-27,36.25
2023-10-28,28.0
2023-10-29,21.0
2023-10-30,38.75
2023-10-31,43.75
2023-11-01,51.25
2023-11-02,36.5
2023-11-03,36.5
2023-11-04,29.75
2023-11-05,26.75
2023-11-06,37.0
2023-11-07,40.99999
2023-11-08,36.75
2023-11-09,36.75
2023-11-10,33.0
2023-11-11,25.0
2023-11-12,22.25
2023-11-13,35.25
2023-11-14,35.25
2023-11-15,35.0
2023-11-16,29.0
2023-11-17,35.25
2023-11-18,28.0
2023-11-19,19.25
2023-11-20,38.75
2023-11-21,43.5
2023-11-22,36.75
2023-11-23,37.5
2023-11-24,45.0
2023-11-25,28.75
2023-11-26,20.49999
2023-11-27,35.5
2023-11-28,36.25
2023-11-29,32.5
2023-11-30,35.5
2023-12-01,29.5
2023-12-02,21.0
2023-12-03,22.75
2023-12-04,34.0
2023-12-05,39.25
2023-12-06,40.25
2023-12-07,33.75
2023-12-08,30.75
2023-12-09,21.75
2023-12-10,23.0
2023-12-11,36.25
2023-12-12,42.25
2023-12-13,37.5
2023-12-14,32.75
2023-12-15,33.0
2023-12-16,27.5
2023-12-17,17.75
2023-12-18,32.75
2023-12-19,35.75
2023-12-20,33.25
2023-12-21,33.0
2023-12-22,32.0
2023-12-23,26.75
2023-12-24,16.0
2023-12-25,14.75
2023-12-26,33.75
2023-12-27,30.5
2023-12-28,31.25
2023-12-29,27.0
2023-12-30,22.5
2023-12-31,15.0
2024-01-01,12.0
2024-01-02,32.5
2024-01-03,28.75
2024-01-04,43.0
2024-01-05,38.5
2024-01-06,26.75
2024-01-07,19.0
2024-01-08,30.5
2024-01-09,33.0
2024-01-10,43.0
2024-01-11,40.0
2024-01-12,29.25
2024-01-13,29.5
2024-01-14,16.25
2024-01-15,40.5
2024-01-16,39.25
2024-01-17,33.5
2024-01-18,39.25
2024-01-19,28.75
2024-01-20,27.75
2024-01-21,23.75
2024-01-22,37.25
2024-01-23,43.75
2024-01-24,41.5
2024-01-25,38.0
2024-01-26,35.75
2024-01-27,28.24999
2024-01-28,25.5
2024-01-29,43.75
2024-01-30,41.5
2024-01-31,34.25
2024-02-01,36.25
2024-02-02,30.5
2024-02-03,22.25
2024-02-04,25.0
2024-02-05,39.0
2024-02-06,41.5
2024-02-07,34.74999
2024-02-08,30.5
2024-02-09,13.75
2024-02-10,14.0
2024-02-11,15.75
2024-02-12,21.0
2024-02-13,46.25
2024-02-14,43.0
2024-02-15,38.5
2024-02-16,34.49999
2024-02-17,35.75
2024-02-18,26.5
2024-02-19,42.0
2024-02-20,46.0
2024-02-21,45.25
2024-02-22,46.0
2024-02-23,46.5
2024-02-24,29.0
2024-02-25,22.75
2024-02-26,48.5
2024-02-27,39.0
2024-02-28,40.74999
2024-02-29,40.25
2024-03-01,28.49999
2024-03-02,26.75
2024-03-03,21.25
2024-03-04,38.5
2024-03-05,36.25
2024-03-06,42.25
2024-03-07,33.0
2024-03-08,37.25
2024-03-09,26.75
2024-03-10,20.49999
2024-03-11,41.75
2024-03-12,40.25
2024-03-13,41.25
2024-03-14,30.75
2024-03-15,34.74999
2024-03-16,25.25
2024-03-17,19.75
2024-03-18,34.0
2024-03-19,38.5
2024-03-20,38.0
