date,연금저축IRP
2023-05-30,12.4031
2023-05-31,11.00775
2023-06-01,9.14728
2023-06-02,10.85271
2023-06-03,4.031
2023-06-04,13.17829
2023-06-05,10.54263
2023-06-06,8.8372
2023-06-07,10.23255
2023-06-08,8.21705
2023-06-09,9.14728
2023-06-10,7.75193
2023-06-11,5.73643
2023-06-12,9.14728
2023-06-13,12.09302
2023-06-14,8.8372
2023-06-15,10.07751
2023-06-16,13.95348
2023-06-17,6.66666
2023-06-18,4.8062
2023-06-19,8.52713
2023-06-20,9.76744
2023-06-21,11.93798
2023-06-22,9.6124
2023-06-23,9.6124
2023-06-24,4.65116
2023-06-25,6.51162
2023-06-26,8.99224
2023-06-27,11.78294
2023-06-28,9.92248
2023-06-29,10.23255
2023-06-30,11.00775
2023-07-01,6.04651
2023-07-02,7.59689
2023-07-03,8.68217
2023-07-04,9.92248
2023-07-05,9.76744
2023-07-06,8.99224
2023-07-07,8.21705
2023-07-08,6.8217
2023-07-09,5.27131
2023-07-10,8.37209
2023-07-11,10.38759
2023-07-12,11.6279
2023-07-13,9.6124
2023-07-14,8.8372
2023-07-15,7.28682
2023-07-16,5.89147
2023-07-17,11.31782
2023-07-18,10.85271
2023-07-19,10.23255
2023-07-20,9.45736
2023-07-21,10.85271
2023-07-22,5.11627
2023-07-23,5.73643
2023-07-24,13.33333
2023-07-25,10.69767
2023-07-26,9.30232
2023-07-27,10.54263
2023-07-28,9.30232
2023-07-29,5.42635
2023-07-30,8.8372
2023-07-31,11.47286
2023-08-01,12.55813
2023-08-02,11.00775
2023-08-03,11.93798
2023-08-04,8.99224
2023-08-05,5.89147
2023-08-06,7.13178
2023-08-07,8.8372
2023-08-08,8.06201
2023-08-09,10.38759
2023-08-10,10.54263
2023-08-11,10.23255
2023-08-12,6.20155
2023-08-13,8.37209
2023-08-14,11.47286
2023-08-15,7.59689
2023-08-16,11.16279
2023-08-17,7.13178
2023-08-18,8.21705
2023-08-19,7.13178
2023-08-20,5.89147
2023-08-21,11.78294
2023-08-22,13.48837
2023-08-23,9.45736
2023-08-24,10.54263
2023-08-25,10.23255
2023-08-26,4.8062
2023-08-27,8.21705
2023-08-28,14.10852
2023-08-29,13.17829
2023-08-30,10.38759
2023-08-31,11.93798
2023-09-01,9.76744
2023-09-02,6.20155
2023-09-03,10.38759
2023-09-04,12.09302
2023-09-05,12.71317
2023-09-06,10.54263
2023-09-07,8.99224
2023-09-08,8.99224
2023-09-09,7.59689
2023-09-10,8.68217
2023-09-11,12.4031
2023-09-12,11.16279
2023-09-13,10.38759
2023-09-14,8.21705
2023-09-15,11.47286
2023-09-16,6.51162
2023-09-17,5.89147
2023-09-18,8.99224
2023-09-19,8.52713
2023-09-20,10.54263
2023-09-21,13.33333
2023-09-22,8.52713
2023-09-23,5.73643
2023-09-24,6.20155
2023-09-25,10.54263
2023-09-26,12.86821
2023-09-27,6.66666
2023-09-28,4.8062
2023-09-29,3.56589
2023-09-30,3.10077
2023-10-01,4.8062
2023-10-02,9.92248
2023-10-03,6.35658
2023-10-04,10.23255
2023-10-05,12.09302
2023-10-06,8.8372
2023-10-07,4.49612
2023-10-08,9.45736
2023-10-09,9.92248
2023-10-10,13.79844
2023-10-11,12.09302
2023-10-12,11.16279
2023-10-13,8.68217
2023-10-14,5.89147
2023-10-15,8.37209
2023-10-16,11.78294
2023-10-17,13.48837
2023-10-18,9.6124
2023-10-19,9.45736
2023-10-20,10.07751
2023-10-21,6.35658
2023-10-22,7.44186
2023-10-23,12.09302
2023-10-24,13.33333
2023-10-25,17.2093
2023-10-26,11.78294
2023-10-27,10.54263
2023-10-28,7.44186
2023-10-29,5.42635
2023-10-30,12.24806
2023-10-31,11.47286
2023-11-01,9.92248
2023-11-02,11.47286
2023-11-03,17.98449
2023-11-04,5.73643
2023-11-05,8.68217
2023-11-06,14.57364
2023-11-07,15.19379
2023-11-08,13.48837
2023-11-09,11.16279
2023-11-10,11.47286
2023-11-11,8.52713
2023-11-12,8.06201
2023-11-13,12.71317
2023-11-14,13.33333
2023-11-15,15.34883
2023-11-16,19.2248
2023-11-17,20.0
2023-11-18,7.75193
2023-11-19,17.36434
2023-11-20,18.75968
2023-11-21,24.34108
2023-11-22,22.63565
2023-11-23,21.08527
2023-11-24,21.86046
2023-11-25,11.31782
2023-11-26,13.17829
2023-11-27,24.49612
2023-11-28,23.41085
2023-11-29,25.42635
2023-11-30,24.96124
2023-12-01,23.41085
2023-12-02,11.16279
2023-12-03,17.67441
2023-12-04,26.35658
2023-12-05,33.33333
2023-12-06,33.17829
2023-12-07,25.89147
2023-12-08,26.35658
2023-12-09,24.49612
2023-12-10,21.24031
2023-12-11,36.89922
2023-12-12,42.94573
2023-12-13,35.19379
2023-12-14,37.05426
2023-12-15,35.34883
2023-12-16,19.37984
2023-12-17,22.48062
2023-12-18,37.51937
2023-12-19,39.68992
2023-12-20,52.55813
2023-12-21,47.13178
2023-12-22,59.84496
2023-12-23,28.8372
2023-12-24,27.44186
2023-12-25,40.77519
2023-12-26,86.66666
2023-12-27,97.82945
2023-12-28,100.0
2023-12-29,84.031
2023-12-30,23.72093
2023-12-31,24.34108
2024-01-01,14.88372
2024-01-02,26.51162
2024-01-03,24.34108
2024-01-04,19.2248
2024-01-05,16.89922
2024-01-06,12.4031
2024-01-07,13.79844
2024-01-08,17.98449
2024-01-09,15.81395
2024-01-10,26.04651
2024-01-11,23.87596
2024-01-12,18.60465
2024-01-13,10.23255
2024-01-14,13.95348
2024-01-15,33.33333
2024-01-16,30.85271
2024-01-17,37.36434
2024-01-18,37.2093
2024-01-19,34.4186
2024-01-20,24.34108
2024-01-21,27.28682
2024-01-22,57.51937
2024-01-23,56.12403
2024-01-24,53.79844
2024-01-25,51.47286
2024-01-26,41.70542
2024-01-27,31.00775
2024-01-28,30.54263
2024-01-29,45.89147
2024-01-30,44.96124
2024-01-31,37.36434
2024-02-01,34.88372
2024-02-02,45.27131
2024-02-03,29.30232
2024-02-04,26.20155
2024-02-05,39.06976
2024-02-06,34.10852
2024-02-07,29.92248
2024-02-08,26.04651
2024-02-09,20.62015
2024-02-10,17.2093
2024-02-11,17.2093
2024-02-12,23.41085
2024-02-13,39.37984
2024-02-14,34.88372
2024-02-15,30.38759
2024-02-16,31.16279
2024-02-17,20.93023
2024-02-18,22.63565
2024-02-19,29.6124
2024-02-20,33.64341
2024-02-21,37.05426
2024-02-22,33.02325
2024-02-23,34.10852
2024-02-24,17.36434
2024-02-25,24.031
2024-02-26,32.24806
2024-02-27,32.71317
2024-02-28,26.8217
2024-02-29,28.21705
2024-03-01,16.58914
2024-03-02,18.91472
2024-03-03,17.98449
2024-03-04,24.34108
2024-03-05,28.99224
2024-03-06,29.6124
2024-03-07,19.37984
2024-03-08,24.34108
2024-03-09,12.86821
2024-03-10,17.51937
2024-03-11,23.10077
2024-03-12,22.79069
2024-03-13,16.58914
2024-03-14,19.68992
2024-03-15,15.81395
2024-03-16,9.76744
2024-03-17,15.34883
2024-03-18,16.58914
2024-03-19,26.8217
2024-03-20,26.35658
